datetime_local,G_Wm2,T_cell_C,V_mpp_string_V,I_mpp_string_A,P_mpp_string_W,P_mpp_total_W
2025-01-01 08:00:00+00:00,0.0,27.36,0.0,0.0,0.0,0.0
2025-01-01 09:00:00+00:00,0.0,27.26,0.0,0.0,0.0,0.0
2025-01-01 10:00:00+00:00,0.0,27.19,0.0,0.0,0.0,0.0
2025-01-01 11:00:00+00:00,0.0,27.14,0.0,0.0,0.0,0.0
2025-01-01 12:00:00+00:00,0.0,27.13,0.0,0.0,0.0,0.0
2025-01-01 13:00:00+00:00,3.67,27.12,0.1402,30.1757,4.2318,12.6953
2025-01-01 14:00:00+00:00,73.8,27.36,2.8534,36.3685,103.7751,311.3253
2025-01-01 15:00:00+00:00,226.57,27.58,8.7878,38.5541,338.8065,1016.4196
2025-01-01 16:00:00+00:00,301.73,27.71,11.7107,39.064,457.466,1372.3979
2025-01-01 17:00:00+00:00,391.4,27.82,15.199,39.5096,600.5041,1801.5123
2025-01-01 18:00:00+00:00,470.1,27.9,18.261,39.8086,726.9447,2180.834
2025-01-01 19:00:00+00:00,400.27,27.97,15.5441,39.5164,614.246,1842.738
2025-01-01 20:00:00+00:00,286.35,28.01,11.1125,38.9014,432.2914,1296.8741
2025-01-01 21:00:00+00:00,195.52,27.97,7.5807,38.1837,289.4592,868.3777
2025-01-01 22:00:00+00:00,115.12,27.92,4.4569,37.1452,165.5541,496.6623
2025-01-01 23:00:00+00:00,78.32,27.84,3.0287,36.3809,110.186,330.5581
2025-01-02 00:00:00+00:00,47.38,27.73,1.8292,35.3709,64.7008,194.1023
2025-01-02 01:00:00+00:00,16.12,27.56,0.6199,33.1643,20.5583,61.6748
2025-01-02 02:00:00+00:00,0.0,27.32,0.0,0.0,0.0,0.0
2025-01-02 03:00:00+00:00,0.0,27.24,0.0,0.0,0.0,0.0
2025-01-02 04:00:00+00:00,0.0,27.2,0.0,0.0,0.0,0.0
2025-01-02 05:00:00+00:00,0.0,27.16,0.0,0.0,0.0,0.0
2025-01-02 06:00:00+00:00,0.0,27.11,0.0,0.0,0.0,0.0
2025-01-02 07:00:00+00:00,0.0,27.0,0.0,0.0,0.0,0.0
2025-01-02 08:00:00+00:00,0.0,26.88,0.0,0.0,0.0,0.0
2025-01-02 09:00:00+00:00,0.0,26.81,0.0,0.0,0.0,0.0
2025-01-02 10:00:00+00:00,0.0,26.76,0.0,0.0,0.0,0.0
2025-01-02 11:00:00+00:00,0.0,26.77,0.0,0.0,0.0,0.0
2025-01-02 12:00:00+00:00,0.0,26.81,0.0,0.0,0.0,0.0
2025-01-02 13:00:00+00:00,2.75,26.88,0.1049,29.6326,3.1097,9.3292
2025-01-02 14:00:00+00:00,56.7,27.17,2.1904,35.8706,78.5724,235.7173
2025-01-02 15:00:00+00:00,166.57,27.46,6.4556,37.9839,245.2088,735.6265
2025-01-02 16:00:00+00:00,280.8,27.59,10.8966,38.9571,424.5007,1273.502
2025-01-02 17:00:00+00:00,341.4,27.78,13.2538,39.2743,520.5327,1561.5982
2025-01-02 18:00:00+00:00,393.33,27.89,15.2741,39.503,603.3714,1810.1143
2025-01-02 19:00:00+00:00,577.0,27.98,22.4205,40.1278,899.6835,2699.0506
2025-01-02 20:00:00+00:00,486.17,28.05,18.8863,39.8328,752.2946,2256.8837
2025-01-02 21:00:00+00:00,452.38,28.08,17.5716,39.7044,697.6701,2093.0103
2025-01-02 22:00:00+00:00,427.88,28.08,16.6183,39.6088,658.2315,1974.6944
2025-01-02 23:00:00+00:00,348.15,28.03,13.5164,39.2551,530.5877,1591.7632
2025-01-03 00:00:00+00:00,191.05,27.84,7.407,38.1676,282.7058,848.1175
2025-01-03 01:00:00+00:00,50.25,27.6,1.9404,35.5225,68.9286,206.7859
2025-01-03 02:00:00+00:00,0.0,27.4,0.0,0.0,0.0,0.0
2025-01-03 03:00:00+00:00,0.0,27.3,0.0,0.0,0.0,0.0
2025-01-03 04:00:00+00:00,0.0,27.24,0.0,0.0,0.0,0.0
2025-01-03 05:00:00+00:00,0.0,27.19,0.0,0.0,0.0,0.0
2025-01-03 06:00:00+00:00,0.0,27.09,0.0,0.0,0.0,0.0
2025-01-03 07:00:00+00:00,0.0,26.96,0.0,0.0,0.0,0.0
2025-01-03 08:00:00+00:00,0.0,26.86,0.0,0.0,0.0,0.0
2025-01-03 09:00:00+00:00,0.0,26.79,0.0,0.0,0.0,0.0
2025-01-03 10:00:00+00:00,0.0,26.75,0.0,0.0,0.0,0.0
2025-01-03 11:00:00+00:00,0.0,26.76,0.0,0.0,0.0,0.0
2025-01-03 12:00:00+00:00,0.0,26.76,0.0,0.0,0.0,0.0
2025-01-03 13:00:00+00:00,2.5,26.77,0.0954,29.4611,2.8095,8.4284
2025-01-03 14:00:00+00:00,76.0,26.92,2.9388,36.5287,107.3521,322.0564
2025-01-03 15:00:00+00:00,207.98,27.1,8.0651,38.496,310.4742,931.4227
2025-01-03 16:00:00+00:00,343.7,27.23,13.3432,39.4064,525.8059,1577.4177
2025-01-03 17:00:00+00:00,439.35,27.5,17.0644,39.78,678.8218,2036.4655
2025-01-03 18:00:00+00:00,623.22,27.79,24.2187,40.2895,975.7578,2927.2733
2025-01-03 19:00:00+00:00,709.45,27.99,27.5737,40.4421,1115.1414,3345.4242
2025-01-03 20:00:00+00:00,720.97,28.09,28.022,40.4444,1133.333,3399.9989
2025-01-03 21:00:00+00:00,692.9,28.06,26.9299,40.3924,1087.7634,3263.2903
2025-01-03 22:00:00+00:00,503.0,27.91,19.5411,39.9197,780.0757,2340.227
2025-01-03 23:00:00+00:00,313.73,27.68,12.1774,39.1423,476.6523,1429.9568
2025-01-04 00:00:00+00:00,168.0,27.38,6.5112,38.0185,247.5453,742.6358
2025-01-04 01:00:00+00:00,44.22,27.09,1.7069,35.3756,60.3828,181.1485
2025-01-04 02:00:00+00:00,0.0,26.84,0.0,0.0,0.0,0.0
2025-01-04 03:00:00+00:00,0.0,26.7,0.0,0.0,0.0,0.0
2025-01-04 04:00:00+00:00,0.0,26.64,0.0,0.0,0.0,0.0
2025-01-04 05:00:00+00:00,0.0,26.6,0.0,0.0,0.0,0.0
2025-01-04 06:00:00+00:00,0.0,26.54,0.0,0.0,0.0,0.0
2025-01-04 07:00:00+00:00,0.0,26.47,0.0,0.0,0.0,0.0
2025-01-04 08:00:00+00:00,0.0,26.33,0.0,0.0,0.0,0.0
2025-01-04 09:00:00+00:00,0.0,26.21,0.0,0.0,0.0,0.0
2025-01-04 10:00:00+00:00,0.0,26.14,0.0,0.0,0.0,0.0
2025-01-04 11:00:00+00:00,0.0,26.09,0.0,0.0,0.0,0.0
2025-01-04 12:00:00+00:00,0.0,26.1,0.0,0.0,0.0,0.0
2025-01-04 13:00:00+00:00,2.92,26.11,0.1115,29.9475,3.3389,10.0166
2025-01-04 14:00:00+00:00,50.47,26.29,1.9491,35.833,69.8438,209.5314
2025-01-04 15:00:00+00:00,171.98,26.52,6.6659,38.2558,255.0105,765.0316
2025-01-04 16:00:00+00:00,338.2,26.68,13.1291,39.4973,518.5649,1555.6947
2025-01-04 17:00:00+00:00,582.55,26.86,22.6356,40.3835,914.1062,2742.3187
2025-01-04 18:00:00+00:00,731.35,27.01,28.4248,40.6954,1156.7572,3470.2715
2025-01-04 19:00:00+00:00,686.97,27.07,26.6983,40.5911,1083.7137,3251.141
2025-01-04 20:00:00+00:00,687.7,27.1,26.7268,40.5862,1084.7384,3254.2151
2025-01-04 21:00:00+00:00,635.7,27.11,24.7037,40.4656,999.6512,2998.9537
2025-01-04 22:00:00+00:00,483.75,27.1,18.7917,40.0295,752.2245,2256.6736
2025-01-04 23:00:00+00:00,311.17,27.19,12.0778,39.2344,473.8659,1421.5976
2025-01-05 00:00:00+00:00,172.45,27.33,6.6841,38.0809,254.5371,763.6114
2025-01-05 01:00:00+00:00,47.95,27.43,1.8513,35.4648,65.6573,196.9719
2025-01-05 02:00:00+00:00,0.0,27.32,0.0,0.0,0.0,0.0
2025-01-05 03:00:00+00:00,0.0,27.29,0.0,0.0,0.0,0.0
2025-01-05 04:00:00+00:00,0.0,27.26,0.0,0.0,0.0,0.0
2025-01-05 05:00:00+00:00,0.0,27.16,0.0,0.0,0.0,0.0
2025-01-05 06:00:00+00:00,0.0,27.01,0.0,0.0,0.0,0.0
2025-01-05 07:00:00+00:00,0.0,26.83,0.0,0.0,0.0,0.0
2025-01-05 08:00:00+00:00,0.0,26.64,0.0,0.0,0.0,0.0
2025-01-05 09:00:00+00:00,0.0,26.49,0.0,0.0,0.0,0.0
2025-01-05 10:00:00+00:00,0.0,26.43,0.0,0.0,0.0,0.0
2025-01-05 11:00:00+00:00,0.0,26.42,0.0,0.0,0.0,0.0
2025-01-05 12:00:00+00:00,0.0,26.45,0.0,0.0,0.0,0.0
2025-01-05 13:00:00+00:00,3.28,26.51,0.1253,30.0911,3.7701,11.3104
2025-01-05 14:00:00+00:00,100.93,26.71,3.9063,37.1526,145.1275,435.3824
2025-01-05 15:00:00+00:00,301.45,26.98,11.6997,39.2222,458.8882,1376.6646
2025-01-05 16:00:00+00:00,519.05,27.17,20.1652,40.1311,809.2514,2427.7542
2025-01-05 17:00:00+00:00,689.42,27.35,26.7939,40.5365,1086.132,3258.396
2025-01-05 18:00:00+00:00,797.72,27.55,31.0072,40.7031,1262.0877,3786.263
2025-01-05 19:00:00+00:00,859.6,27.81,33.4144,40.7492,1361.6084,4084.8252
2025-01-05 20:00:00+00:00,845.2,28.0,32.8545,40.6863,1336.7294,4010.1883
2025-01-05 21:00:00+00:00,745.45,28.08,28.9744,40.4948,1173.3115,3519.9345
2025-01-05 22:00:00+00:00,609.78,28.07,23.696,40.1956,952.4725,2857.4175
2025-01-05 23:00:00+00:00,434.7,27.98,16.8837,39.6577,669.5672,2008.7016
2025-01-06 00:00:00+00:00,239.9,27.83,9.3061,38.608,359.2898,1077.8694
2025-01-06 01:00:00+00:00,66.47,27.59,2.5691,36.1015,92.7495,278.2484
2025-01-06 02:00:00+00:00,0.0,27.28,0.0,0.0,0.0,0.0
2025-01-06 03:00:00+00:00,0.0,27.12,0.0,0.0,0.0,0.0
2025-01-06 04:00:00+00:00,0.0,27.04,0.0,0.0,0.0,0.0
2025-01-06 05:00:00+00:00,0.0,26.96,0.0,0.0,0.0,0.0
2025-01-06 06:00:00+00:00,0.0,26.88,0.0,0.0,0.0,0.0
2025-01-06 07:00:00+00:00,0.0,26.78,0.0,0.0,0.0,0.0
2025-01-06 08:00:00+00:00,0.0,26.7,0.0,0.0,0.0,0.0
2025-01-06 09:00:00+00:00,0.0,26.62,0.0,0.0,0.0,0.0
2025-01-06 10:00:00+00:00,0.0,26.55,0.0,0.0,0.0,0.0
2025-01-06 11:00:00+00:00,0.0,26.52,0.0,0.0,0.0,0.0
2025-01-06 12:00:00+00:00,0.0,26.54,0.0,0.0,0.0,0.0
2025-01-06 13:00:00+00:00,3.45,26.59,0.1318,30.1768,3.9777,11.933
2025-01-06 14:00:00+00:00,110.97,27.02,4.296,37.2739,160.1272,480.3816
2025-01-06 15:00:00+00:00,338.75,27.47,13.1507,39.3278,517.1865,1551.5596
2025-01-06 16:00:00+00:00,580.97,27.86,22.5749,40.1645,906.7067,2720.12
2025-01-06 17:00:00+00:00,770.6,28.27,29.9529,40.5016,1213.1426,3639.4277
2025-01-06 18:00:00+00:00,913.25,28.68,35.5021,40.6439,1442.9432,4328.8295
2025-01-06 19:00:00+00:00,1000.35,28.98,38.8897,40.6939,1582.5715,4747.7145
2025-01-06 20:00:00+00:00,984.67,29.15,38.2801,40.6389,1555.6618,4666.9854
2025-01-06 21:00:00+00:00,913.85,29.22,35.526,40.5305,1439.8881,4319.6644
2025-01-06 22:00:00+00:00,772.45,29.23,30.0258,40.3008,1210.0627,3630.188
2025-01-06 23:00:00+00:00,588.1,29.17,22.853,39.9027,911.8967,2735.69
2025-01-07 00:00:00+00:00,333.2,29.03,12.9349,38.9574,503.9102,1511.7307
2025-01-07 01:00:00+00:00,106.15,28.76,4.1085,36.7921,151.1612,453.4836
2025-01-07 02:00:00+00:00,0.0,28.34,0.0,0.0,0.0,0.0
2025-01-07 03:00:00+00:00,0.0,28.1,0.0,0.0,0.0,0.0
2025-01-07 04:00:00+00:00,0.0,27.92,0.0,0.0,0.0,0.0
2025-01-07 05:00:00+00:00,0.0,27.76,0.0,0.0,0.0,0.0
2025-01-07 06:00:00+00:00,0.0,27.62,0.0,0.0,0.0,0.0
2025-01-07 07:00:00+00:00,0.0,27.5,0.0,0.0,0.0,0.0
2025-01-07 08:00:00+00:00,0.0,27.39,0.0,0.0,0.0,0.0
2025-01-07 09:00:00+00:00,0.0,27.29,0.0,0.0,0.0,0.0
2025-01-07 10:00:00+00:00,0.0,27.22,0.0,0.0,0.0,0.0
2025-01-07 11:00:00+00:00,0.0,27.17,0.0,0.0,0.0,0.0
2025-01-07 12:00:00+00:00,0.0,27.15,0.0,0.0,0.0,0.0
2025-01-07 13:00:00+00:00,3.42,27.19,0.1306,30.0112,3.9206,11.7618
2025-01-07 14:00:00+00:00,113.93,27.59,4.4108,37.1985,164.0751,492.2254
2025-01-07 15:00:00+00:00,337.6,28.03,13.106,39.1995,513.7479,1541.2436
2025-01-07 16:00:00+00:00,570.12,28.46,22.153,40.0056,886.2447,2658.734
2025-01-07 17:00:00+00:00,767.22,28.93,29.8221,40.355,1203.4681,3610.4043
2025-01-07 18:00:00+00:00,898.45,29.32,34.9272,40.4874,1414.109,4242.3271
2025-01-07 19:00:00+00:00,969.53,29.62,37.6919,40.5206,1527.3011,4581.9032
2025-01-07 20:00:00+00:00,991.2,29.79,38.5348,40.5119,1561.1196,4683.3587
2025-01-07 21:00:00+00:00,916.33,29.88,35.6232,40.3944,1438.9772,4316.9315
2025-01-07 22:00:00+00:00,746.7,29.96,29.0245,40.0969,1163.7939,3491.3818
2025-01-07 23:00:00+00:00,574.0,29.96,22.3047,39.6944,885.3717,2656.115
2025-01-08 00:00:00+00:00,328.2,29.87,12.7404,38.7464,493.6452,1480.9356
2025-01-08 01:00:00+00:00,105.28,29.65,4.0746,36.5748,149.0262,447.0787
2025-01-08 02:00:00+00:00,0.0,29.23,0.0,0.0,0.0,0.0
2025-01-08 03:00:00+00:00,0.0,29.04,0.0,0.0,0.0,0.0
2025-01-08 04:00:00+00:00,0.0,28.93,0.0,0.0,0.0,0.0
2025-01-08 05:00:00+00:00,0.0,28.83,0.0,0.0,0.0,0.0
2025-01-08 06:00:00+00:00,0.0,28.72,0.0,0.0,0.0,0.0
2025-01-08 07:00:00+00:00,0.0,28.55,0.0,0.0,0.0,0.0
2025-01-08 08:00:00+00:00,0.0,28.36,0.0,0.0,0.0,0.0
2025-01-08 09:00:00+00:00,0.0,28.19,0.0,0.0,0.0,0.0
2025-01-08 10:00:00+00:00,0.0,28.05,0.0,0.0,0.0,0.0
2025-01-08 11:00:00+00:00,0.0,27.98,0.0,0.0,0.0,0.0
2025-01-08 12:00:00+00:00,0.0,27.94,0.0,0.0,0.0,0.0
2025-01-08 13:00:00+00:00,3.22,28.0,0.1229,29.6863,3.6494,10.9481
2025-01-08 14:00:00+00:00,115.3,28.4,4.4639,37.0403,165.3426,496.0277
2025-01-08 15:00:00+00:00,338.08,28.81,13.1247,39.0319,512.2829,1536.8487
2025-01-08 16:00:00+00:00,587.53,29.04,22.8308,39.929,911.6106,2734.8317
2025-01-08 17:00:00+00:00,782.3,29.22,30.409,40.3208,1226.1147,3678.344
2025-01-08 18:00:00+00:00,917.97,29.41,35.6865,40.4961,1445.1633,4335.4898
2025-01-08 19:00:00+00:00,940.33,29.5,36.5562,40.5077,1480.8091,4442.4272
2025-01-08 20:00:00+00:00,834.1,29.58,32.4244,40.3332,1307.7803,3923.3409
2025-01-08 21:00:00+00:00,658.6,29.62,25.5965,39.9827,1023.4167,3070.25
2025-01-08 22:00:00+00:00,491.12,29.59,19.0795,39.5175,753.9723,2261.917
2025-01-08 23:00:00+00:00,254.3,29.53,9.866,38.3445,378.305,1134.915
2025-01-09 00:00:00+00:00,158.23,29.45,6.1312,37.439,229.5467,688.6402
2025-01-09 01:00:00+00:00,50.47,29.27,1.9486,35.1476,68.4903,205.4709
2025-01-09 02:00:00+00:00,0.0,29.01,0.0,0.0,0.0,0.0
2025-01-09 03:00:00+00:00,0.0,28.92,0.0,0.0,0.0,0.0
2025-01-09 04:00:00+00:00,0.0,28.82,0.0,0.0,0.0,0.0
2025-01-09 05:00:00+00:00,0.0,28.69,0.0,0.0,0.0,0.0
2025-01-09 06:00:00+00:00,0.0,28.53,0.0,0.0,0.0,0.0
2025-01-09 07:00:00+00:00,0.0,28.35,0.0,0.0,0.0,0.0
2025-01-09 08:00:00+00:00,0.0,28.16,0.0,0.0,0.0,0.0
2025-01-09 09:00:00+00:00,0.0,27.98,0.0,0.0,0.0,0.0
2025-01-09 10:00:00+00:00,0.0,27.84,0.0,0.0,0.0,0.0
2025-01-09 11:00:00+00:00,0.0,27.75,0.0,0.0,0.0,0.0
2025-01-09 12:00:00+00:00,0.0,27.72,0.0,0.0,0.0,0.0
2025-01-09 13:00:00+00:00,0.0,27.74,0.0,0.0,0.0,0.0
2025-01-09 14:00:00+00:00,104.1,28.07,4.0291,36.9081,148.7057,446.1172
2025-01-09 15:00:00+00:00,282.95,28.35,10.9803,38.8046,426.0844,1278.2531
2025-01-09 16:00:00+00:00,491.75,28.58,19.1036,39.7375,759.1314,2277.3941
2025-01-09 17:00:00+00:00,696.08,28.81,27.0542,40.2391,1088.6375,3265.9125
2025-01-09 18:00:00+00:00,781.78,28.94,30.3885,40.3794,1227.0697,3681.2091
2025-01-09 19:00:00+00:00,750.4,29.01,29.1678,40.3063,1175.6436,3526.9309
2025-01-09 20:00:00+00:00,642.35,29.03,24.9638,40.0706,1000.3163,3000.949
2025-01-09 21:00:00+00:00,572.55,28.97,22.2478,39.9029,887.7527,2663.2581
2025-01-09 22:00:00+00:00,522.38,28.87,20.2956,39.7754,807.2651,2421.7953
2025-01-09 23:00:00+00:00,404.83,28.7,15.7217,39.3778,619.0844,1857.2533
2025-01-10 00:00:00+00:00,218.15,28.45,8.4604,38.2893,323.9425,971.8275
2025-01-10 01:00:00+00:00,76.9,28.15,2.9735,36.2729,107.859,323.5769
2025-01-10 02:00:00+00:00,0.0,27.84,0.0,0.0,0.0,0.0
2025-01-10 03:00:00+00:00,0.0,27.72,0.0,0.0,0.0,0.0
2025-01-10 04:00:00+00:00,0.0,27.65,0.0,0.0,0.0,0.0
2025-01-10 05:00:00+00:00,0.0,27.55,0.0,0.0,0.0,0.0
2025-01-10 06:00:00+00:00,0.0,27.45,0.0,0.0,0.0,0.0
2025-01-10 07:00:00+00:00,0.0,27.35,0.0,0.0,0.0,0.0
2025-01-10 08:00:00+00:00,0.0,27.27,0.0,0.0,0.0,0.0
2025-01-10 09:00:00+00:00,0.0,27.23,0.0,0.0,0.0,0.0
2025-01-10 10:00:00+00:00,0.0,27.22,0.0,0.0,0.0,0.0
2025-01-10 11:00:00+00:00,0.0,27.25,0.0,0.0,0.0,0.0
2025-01-10 12:00:00+00:00,0.0,27.3,0.0,0.0,0.0,0.0
2025-01-10 13:00:00+00:00,0.0,27.35,0.0,0.0,0.0,0.0
2025-01-10 14:00:00+00:00,90.3,27.67,3.4935,36.7099,128.247,384.7409
2025-01-10 15:00:00+00:00,251.7,27.97,9.7649,38.6682,377.5928,1132.7785
2025-01-10 16:00:00+00:00,453.08,28.11,17.5988,39.7006,698.6841,2096.0524
2025-01-10 17:00:00+00:00,594.97,28.17,23.1198,40.1356,927.9254,2783.7761
2025-01-10 18:00:00+00:00,619.75,28.19,24.084,40.1951,968.0571,2904.1714
2025-01-10 19:00:00+00:00,541.97,28.16,21.0575,39.9884,842.0577,2526.1732
2025-01-10 20:00:00+00:00,306.73,28.11,11.9052,39.0067,464.3824,1393.1473
2025-01-10 21:00:00+00:00,164.45,28.05,6.3731,37.8272,241.0786,723.2357
2025-01-10 22:00:00+00:00,183.95,27.95,7.131,38.0694,271.472,814.416
2025-01-10 23:00:00+00:00,169.7,27.84,6.5772,37.9358,249.5112,748.5337
2025-01-11 00:00:00+00:00,94.5,27.71,3.6565,36.7932,134.5351,403.6052
2025-01-11 01:00:00+00:00,37.55,27.57,1.4486,34.9256,50.5915,151.7746
2025-01-11 02:00:00+00:00,0.0,27.42,0.0,0.0,0.0,0.0
2025-01-11 03:00:00+00:00,0.0,27.38,0.0,0.0,0.0,0.0
2025-01-11 04:00:00+00:00,0.0,27.35,0.0,0.0,0.0,0.0
2025-01-11 05:00:00+00:00,0.0,27.34,0.0,0.0,0.0,0.0
2025-01-11 06:00:00+00:00,0.0,27.31,0.0,0.0,0.0,0.0
2025-01-11 07:00:00+00:00,0.0,27.29,0.0,0.0,0.0,0.0
2025-01-11 08:00:00+00:00,0.0,27.22,0.0,0.0,0.0,0.0
2025-01-11 09:00:00+00:00,0.0,27.17,0.0,0.0,0.0,0.0
2025-01-11 10:00:00+00:00,0.0,27.14,0.0,0.0,0.0,0.0
2025-01-11 11:00:00+00:00,0.0,27.1,0.0,0.0,0.0,0.0
2025-01-11 12:00:00+00:00,0.0,27.07,0.0,0.0,0.0,0.0
2025-01-11 13:00:00+00:00,0.0,27.05,0.0,0.0,0.0,0.0
2025-01-11 14:00:00+00:00,71.38,27.44,2.7596,36.2819,100.1224,300.3671
2025-01-11 15:00:00+00:00,241.95,27.82,9.3858,38.6264,362.5398,1087.6193
2025-01-11 16:00:00+00:00,446.08,28.0,17.3264,39.6978,687.821,2063.4629
2025-01-11 17:00:00+00:00,597.45,28.14,23.2163,40.1486,932.0989,2796.2968
2025-01-11 18:00:00+00:00,667.08,28.2,25.9255,40.3056,1044.9427,3134.8282
2025-01-11 19:00:00+00:00,692.72,28.25,26.9231,40.3514,1086.3844,3259.1531
2025-01-11 20:00:00+00:00,674.97,28.3,26.2325,40.302,1057.2224,3171.6673
2025-01-11 21:00:00+00:00,593.9,28.31,23.0782,40.1027,925.4992,2776.4977
2025-01-11 22:00:00+00:00,452.35,28.25,17.5705,39.6676,696.9778,2090.9335
2025-01-11 23:00:00+00:00,234.55,28.15,9.0981,38.4945,350.225,1050.6751
2025-01-12 00:00:00+00:00,179.85,28.02,6.9716,38.0097,264.9897,794.969
2025-01-12 01:00:00+00:00,63.6,27.77,2.4578,35.9696,88.4069,265.2206
2025-01-12 02:00:00+00:00,0.0,27.48,0.0,0.0,0.0,0.0
2025-01-12 03:00:00+00:00,0.0,27.34,0.0,0.0,0.0,0.0
2025-01-12 04:00:00+00:00,0.0,27.26,0.0,0.0,0.0,0.0
2025-01-12 05:00:00+00:00,0.0,27.19,0.0,0.0,0.0,0.0
2025-01-12 06:00:00+00:00,0.0,27.13,0.0,0.0,0.0,0.0
2025-01-12 07:00:00+00:00,0.0,27.09,0.0,0.0,0.0,0.0
2025-01-12 08:00:00+00:00,0.0,27.04,0.0,0.0,0.0,0.0
2025-01-12 09:00:00+00:00,0.0,27.0,0.0,0.0,0.0,0.0
2025-01-12 10:00:00+00:00,0.0,26.99,0.0,0.0,0.0,0.0
2025-01-12 11:00:00+00:00,0.0,26.99,0.0,0.0,0.0,0.0
2025-01-12 12:00:00+00:00,0.0,27.0,0.0,0.0,0.0,0.0
2025-01-12 13:00:00+00:00,0.0,27.03,0.0,0.0,0.0,0.0
2025-01-12 14:00:00+00:00,101.9,27.37,3.9438,37.0229,146.0108,438.0325
2025-01-12 15:00:00+00:00,305.77,27.75,11.8678,39.0797,463.7914,1391.3743
2025-01-12 16:00:00+00:00,518.62,27.94,20.1489,39.9638,805.2258,2415.6773
2025-01-12 17:00:00+00:00,641.9,28.13,24.9457,40.2621,1004.3678,3013.1035
2025-01-12 18:00:00+00:00,741.65,28.31,28.8267,40.4385,1165.7095,3497.1285
2025-01-12 19:00:00+00:00,751.97,28.45,29.2284,40.4285,1181.6585,3544.9754
2025-01-12 20:00:00+00:00,809.9,28.48,31.482,40.5264,1275.8498,3827.5495
2025-01-12 21:00:00+00:00,819.03,28.43,31.8371,40.5524,1291.069,3873.207
2025-01-12 22:00:00+00:00,649.72,28.39,25.2502,40.225,1015.6883,3047.0648
2025-01-12 23:00:00+00:00,477.77,28.34,18.5596,39.7409,737.5743,2212.723
2025-01-13 00:00:00+00:00,294.33,28.23,11.4229,38.9042,444.398,1333.194
2025-01-13 01:00:00+00:00,92.8,28.06,3.5905,36.6771,131.6884,395.0652
2025-01-13 02:00:00+00:00,0.0,27.83,0.0,0.0,0.0,0.0
2025-01-13 03:00:00+00:00,0.0,27.78,0.0,0.0,0.0,0.0
2025-01-13 04:00:00+00:00,0.0,27.74,0.0,0.0,0.0,0.0
2025-01-13 05:00:00+00:00,0.0,27.7,0.0,0.0,0.0,0.0
2025-01-13 06:00:00+00:00,0.0,27.64,0.0,0.0,0.0,0.0
2025-01-13 07:00:00+00:00,0.0,27.57,0.0,0.0,0.0,0.0
2025-01-13 08:00:00+00:00,0.0,27.5,0.0,0.0,0.0,0.0
2025-01-13 09:00:00+00:00,0.0,27.43,0.0,0.0,0.0,0.0
2025-01-13 10:00:00+00:00,0.0,27.39,0.0,0.0,0.0,0.0
2025-01-13 11:00:00+00:00,0.0,27.37,0.0,0.0,0.0,0.0
2025-01-13 12:00:00+00:00,0.0,27.35,0.0,0.0,0.0,0.0
2025-01-13 13:00:00+00:00,0.0,27.37,0.0,0.0,0.0,0.0
2025-01-13 14:00:00+00:00,98.93,27.69,3.8285,36.8907,141.2346,423.7039
2025-01-13 15:00:00+00:00,295.65,28.07,11.4742,38.9475,446.8925,1340.6775
2025-01-13 16:00:00+00:00,509.52,28.27,19.795,39.8635,789.0955,2367.2866
2025-01-13 17:00:00+00:00,653.65,28.43,25.4031,40.2256,1021.8564,3065.5691
2025-01-13 18:00:00+00:00,751.6,28.57,29.2141,40.4022,1180.3139,3540.9416
2025-01-13 19:00:00+00:00,841.72,28.68,32.7199,40.5365,1326.3507,3979.0521
2025-01-13 20:00:00+00:00,853.65,28.71,33.184,40.549,1345.5795,4036.7384
2025-01-13 21:00:00+00:00,813.2,28.69,31.6105,40.4874,1279.8278,3839.4834
2025-01-13 22:00:00+00:00,635.2,28.64,24.6854,40.1368,990.7936,2972.3807
2025-01-13 23:00:00+00:00,479.17,28.55,18.6141,39.7005,738.9899,2216.9697
2025-01-14 00:00:00+00:00,285.55,28.43,11.0814,38.8041,430.003,1290.009
2025-01-14 01:00:00+00:00,91.5,28.24,3.54,36.6077,129.5909,388.7726
2025-01-14 02:00:00+00:00,0.0,27.98,0.0,0.0,0.0,0.0
2025-01-14 03:00:00+00:00,0.0,27.92,0.0,0.0,0.0,0.0
2025-01-14 04:00:00+00:00,0.0,27.91,0.0,0.0,0.0,0.0
2025-01-14 05:00:00+00:00,0.0,27.89,0.0,0.0,0.0,0.0
2025-01-14 06:00:00+00:00,0.0,27.85,0.0,0.0,0.0,0.0
2025-01-14 07:00:00+00:00,0.0,27.78,0.0,0.0,0.0,0.0
2025-01-14 08:00:00+00:00,0.0,27.68,0.0,0.0,0.0,0.0
2025-01-14 09:00:00+00:00,0.0,27.59,0.0,0.0,0.0,0.0
2025-01-14 10:00:00+00:00,0.0,27.49,0.0,0.0,0.0,0.0
2025-01-14 11:00:00+00:00,0.0,27.42,0.0,0.0,0.0,0.0
2025-01-14 12:00:00+00:00,0.0,27.34,0.0,0.0,0.0,0.0
2025-01-14 13:00:00+00:00,0.0,27.29,0.0,0.0,0.0,0.0
2025-01-14 14:00:00+00:00,80.25,27.57,3.1036,36.492,113.2566,339.7698
2025-01-14 15:00:00+00:00,251.02,27.93,9.7385,38.6719,376.6063,1129.8188
2025-01-14 16:00:00+00:00,457.0,28.1,17.7514,39.7174,705.0383,2115.115
