datetime_local,ALLSKY_SFC_SW_DWN,T2M
2025-03-26 10:00:00+00:00,0.0,26.92
2025-03-26 11:00:00+00:00,0.0,26.87
2025-03-26 12:00:00+00:00,0.0,26.97
2025-03-26 13:00:00+00:00,0.0,27.22
2025-03-26 14:00:00+00:00,44.58,27.59
2025-03-26 15:00:00+00:00,168.65,28.05
2025-03-26 16:00:00+00:00,329.67,28.4
2025-03-26 17:00:00+00:00,459.17,28.65
2025-03-26 18:00:00+00:00,580.4,28.79
2025-03-26 19:00:00+00:00,770.65,28.89
2025-03-26 20:00:00+00:00,747.4,28.91
2025-03-26 21:00:00+00:00,642.65,28.89
2025-03-26 22:00:00+00:00,435.62,28.86
2025-03-26 23:00:00+00:00,172.02,28.79
2025-03-27 00:00:00+00:00,84.22,28.68
2025-03-27 01:00:00+00:00,13.15,28.37
2025-03-27 02:00:00+00:00,0.0,28.1
2025-03-27 03:00:00+00:00,0.0,27.94
2025-03-27 04:00:00+00:00,0.0,27.8
2025-03-27 05:00:00+00:00,0.0,27.67
2025-03-27 06:00:00+00:00,0.0,27.56
2025-03-27 07:00:00+00:00,0.0,27.45
2025-03-27 08:00:00+00:00,0.0,27.38
2025-03-27 09:00:00+00:00,0.0,27.31
2025-03-27 10:00:00+00:00,0.0,27.26
2025-03-27 11:00:00+00:00,0.0,27.24
2025-03-27 12:00:00+00:00,0.0,27.21
2025-03-27 13:00:00+00:00,0.0,27.22
2025-03-27 14:00:00+00:00,62.47,27.48
2025-03-27 15:00:00+00:00,225.2,27.98
2025-03-27 16:00:00+00:00,416.88,28.27
2025-03-27 17:00:00+00:00,612.83,28.55
2025-03-27 18:00:00+00:00,722.92,28.8
2025-03-27 19:00:00+00:00,760.1,29.01
2025-03-27 20:00:00+00:00,789.38,29.17
2025-03-27 21:00:00+00:00,615.1,29.26
2025-03-27 22:00:00+00:00,532.5,29.28
2025-03-27 23:00:00+00:00,360.67,29.2
2025-03-28 00:00:00+00:00,171.68,29.03
2025-03-28 01:00:00+00:00,30.65,28.66
2025-03-28 02:00:00+00:00,0.0,28.35
2025-03-28 03:00:00+00:00,0.0,28.26
2025-03-28 04:00:00+00:00,0.0,28.18
2025-03-28 05:00:00+00:00,0.0,28.1
2025-03-28 06:00:00+00:00,0.0,28.01
2025-03-28 07:00:00+00:00,0.0,27.89
2025-03-28 08:00:00+00:00,0.0,27.8
2025-03-28 09:00:00+00:00,0.0,27.7
2025-03-28 10:00:00+00:00,0.0,27.58
2025-03-28 11:00:00+00:00,0.0,27.47
2025-03-28 12:00:00+00:00,0.0,27.39
2025-03-28 13:00:00+00:00,0.0,27.35
2025-03-28 14:00:00+00:00,47.42,27.55
2025-03-28 15:00:00+00:00,184.57,28.02
2025-03-28 16:00:00+00:00,377.15,28.31
2025-03-28 17:00:00+00:00,586.62,28.55
2025-03-28 18:00:00+00:00,726.42,28.72
2025-03-28 19:00:00+00:00,740.75,28.86
2025-03-28 20:00:00+00:00,737.25,28.94
2025-03-28 21:00:00+00:00,582.97,28.98
2025-03-28 22:00:00+00:00,500.85,28.98
2025-03-28 23:00:00+00:00,248.93,28.92
2025-03-29 00:00:00+00:00,119.7,28.77
2025-03-29 01:00:00+00:00,22.12,28.46
2025-03-29 02:00:00+00:00,0.0,28.19
2025-03-29 03:00:00+00:00,0.0,28.09
2025-03-29 04:00:00+00:00,0.0,28.0
2025-03-29 05:00:00+00:00,0.0,27.9
2025-03-29 06:00:00+00:00,0.0,27.81
2025-03-29 07:00:00+00:00,0.0,27.7
2025-03-29 08:00:00+00:00,0.0,27.59
2025-03-29 09:00:00+00:00,0.0,27.51
2025-03-29 10:00:00+00:00,0.0,27.44
2025-03-29 11:00:00+00:00,0.0,27.39
2025-03-29 12:00:00+00:00,0.0,27.37
2025-03-29 13:00:00+00:00,0.0,27.36
2025-03-29 14:00:00+00:00,37.72,27.59
2025-03-29 15:00:00+00:00,158.12,28.08
2025-03-29 16:00:00+00:00,325.25,28.36
2025-03-29 17:00:00+00:00,541.95,28.6
2025-03-29 18:00:00+00:00,603.2,28.86
2025-03-29 19:00:00+00:00,671.03,29.1
2025-03-29 20:00:00+00:00,658.08,29.22
2025-03-29 21:00:00+00:00,572.7,29.18
2025-03-29 22:00:00+00:00,512.62,28.98
2025-03-29 23:00:00+00:00,332.48,28.67
2025-03-30 00:00:00+00:00,148.43,28.29
2025-03-30 01:00:00+00:00,27.33,27.84
2025-03-30 02:00:00+00:00,0.0,27.56
2025-03-30 03:00:00+00:00,0.0,27.49
2025-03-30 04:00:00+00:00,0.0,27.43
2025-03-30 05:00:00+00:00,0.0,27.35
2025-03-30 06:00:00+00:00,0.0,27.29
2025-03-30 07:00:00+00:00,0.0,27.26
2025-03-30 08:00:00+00:00,0.0,27.21
2025-03-30 09:00:00+00:00,0.0,27.16
2025-03-30 10:00:00+00:00,0.0,27.12
2025-03-30 11:00:00+00:00,0.0,27.11
2025-03-30 12:00:00+00:00,0.0,27.13
2025-03-30 13:00:00+00:00,0.0,27.16
2025-03-30 14:00:00+00:00,52.33,27.48
2025-03-30 15:00:00+00:00,226.45,28.09
2025-03-30 16:00:00+00:00,439.02,28.46
2025-03-30 17:00:00+00:00,577.53,28.7
2025-03-30 18:00:00+00:00,630.12,28.85
2025-03-30 19:00:00+00:00,648.8,28.94
2025-03-30 20:00:00+00:00,734.88,28.94
2025-03-30 21:00:00+00:00,673.53,28.9
2025-03-30 22:00:00+00:00,401.7,28.8
2025-03-30 23:00:00+00:00,281.08,28.67
2025-03-31 00:00:00+00:00,122.78,28.47
2025-03-31 01:00:00+00:00,19.9,28.2
2025-03-31 02:00:00+00:00,0.0,28.01
2025-03-31 03:00:00+00:00,0.0,27.97
2025-03-31 04:00:00+00:00,0.0,27.94
2025-03-31 05:00:00+00:00,0.0,27.88
2025-03-31 06:00:00+00:00,0.0,27.83
2025-03-31 07:00:00+00:00,0.0,27.74
2025-03-31 08:00:00+00:00,0.0,27.6
2025-03-31 09:00:00+00:00,0.0,27.51
2025-03-31 10:00:00+00:00,0.0,27.45
2025-03-31 11:00:00+00:00,0.0,27.38
2025-03-31 12:00:00+00:00,0.0,27.29
2025-03-31 13:00:00+00:00,0.0,27.18
2025-03-31 14:00:00+00:00,61.67,27.27
2025-03-31 15:00:00+00:00,259.62,27.58
2025-03-31 16:00:00+00:00,484.45,27.69
2025-03-31 17:00:00+00:00,669.6,27.8
2025-03-31 18:00:00+00:00,781.2,27.98
2025-03-31 19:00:00+00:00,814.03,28.17
2025-03-31 20:00:00+00:00,708.67,28.27
2025-03-31 21:00:00+00:00,735.85,28.33
2025-03-31 22:00:00+00:00,532.1,28.33
2025-03-31 23:00:00+00:00,409.27,28.26
2025-04-01 00:00:00+00:00,196.68,28.14
2025-04-01 01:00:00+00:00,31.67,27.91
2025-04-01 02:00:00+00:00,0.0,27.69
2025-04-01 03:00:00+00:00,0.0,27.67
2025-04-01 04:00:00+00:00,0.0,27.65
2025-04-01 05:00:00+00:00,0.0,27.63
2025-04-01 06:00:00+00:00,0.0,27.6
2025-04-01 07:00:00+00:00,0.0,27.53
2025-04-01 08:00:00+00:00,0.0,27.43
2025-04-01 09:00:00+00:00,0.0,27.32
2025-04-01 10:00:00+00:00,0.0,27.24
2025-04-01 11:00:00+00:00,0.0,27.19
2025-04-01 12:00:00+00:00,0.0,27.15
2025-04-01 13:00:00+00:00,0.0,27.13
2025-04-01 14:00:00+00:00,58.55,27.23
2025-04-01 15:00:00+00:00,249.05,27.5
2025-04-01 16:00:00+00:00,406.3,27.61
2025-04-01 17:00:00+00:00,589.2,27.77
2025-04-01 18:00:00+00:00,746.45,27.87
2025-04-01 19:00:00+00:00,788.8,27.94
2025-04-01 20:00:00+00:00,801.83,27.9
2025-04-01 21:00:00+00:00,667.4,27.87
2025-04-01 22:00:00+00:00,500.92,27.88
2025-04-01 23:00:00+00:00,331.0,27.87
2025-04-02 00:00:00+00:00,152.9,27.74
2025-04-02 01:00:00+00:00,27.15,27.47
2025-04-02 02:00:00+00:00,0.0,27.26
2025-04-02 03:00:00+00:00,0.0,27.23
2025-04-02 04:00:00+00:00,0.0,27.22
2025-04-02 05:00:00+00:00,0.0,27.18
2025-04-02 06:00:00+00:00,0.0,27.14
2025-04-02 07:00:00+00:00,0.0,27.09
2025-04-02 08:00:00+00:00,0.0,27.0
2025-04-02 09:00:00+00:00,0.0,26.9
2025-04-02 10:00:00+00:00,0.0,26.84
2025-04-02 11:00:00+00:00,0.0,26.81
2025-04-02 12:00:00+00:00,0.0,26.81
2025-04-02 13:00:00+00:00,0.0,26.82
2025-04-02 14:00:00+00:00,59.8,27.07
2025-04-02 15:00:00+00:00,234.9,27.55
2025-04-02 16:00:00+00:00,441.9,27.71
2025-04-02 17:00:00+00:00,634.65,27.75
2025-04-02 18:00:00+00:00,754.12,27.91
2025-04-02 19:00:00+00:00,739.1,28.13
2025-04-02 20:00:00+00:00,737.35,28.26
2025-04-02 21:00:00+00:00,704.67,28.42
2025-04-02 22:00:00+00:00,491.35,28.54
2025-04-02 23:00:00+00:00,318.52,28.63
2025-04-03 00:00:00+00:00,166.85,28.65
2025-04-03 01:00:00+00:00,26.48,28.47
2025-04-03 02:00:00+00:00,0.0,28.26
2025-04-03 03:00:00+00:00,0.0,28.23
2025-04-03 04:00:00+00:00,0.0,28.16
2025-04-03 05:00:00+00:00,0.0,28.05
2025-04-03 06:00:00+00:00,0.0,27.87
2025-04-03 07:00:00+00:00,0.0,27.65
2025-04-03 08:00:00+00:00,0.0,27.39
2025-04-03 09:00:00+00:00,0.0,27.18
2025-04-03 10:00:00+00:00,0.0,27.01
2025-04-03 11:00:00+00:00,0.0,26.9
2025-04-03 12:00:00+00:00,0.0,26.83
2025-04-03 13:00:00+00:00,0.0,26.82
2025-04-03 14:00:00+00:00,58.8,27.1
2025-04-03 15:00:00+00:00,239.8,27.56
2025-04-03 16:00:00+00:00,442.2,27.72
2025-04-03 17:00:00+00:00,594.12,27.81
2025-04-03 18:00:00+00:00,711.92,28.07
2025-04-03 19:00:00+00:00,749.95,28.39
2025-04-03 20:00:00+00:00,712.28,28.57
2025-04-03 21:00:00+00:00,721.28,28.64
2025-04-03 22:00:00+00:00,537.05,28.66
2025-04-03 23:00:00+00:00,376.12,28.67
2025-04-04 00:00:00+00:00,181.1,28.57
2025-04-04 01:00:00+00:00,28.6,28.28
2025-04-04 02:00:00+00:00,0.0,28.04
2025-04-04 03:00:00+00:00,0.0,27.95
2025-04-04 04:00:00+00:00,0.0,27.84
2025-04-04 05:00:00+00:00,0.0,27.72
2025-04-04 06:00:00+00:00,0.0,27.59
2025-04-04 07:00:00+00:00,0.0,27.45
2025-04-04 08:00:00+00:00,0.0,27.3
2025-04-04 09:00:00+00:00,0.0,27.17
2025-04-04 10:00:00+00:00,0.0,27.04
2025-04-04 11:00:00+00:00,0.0,26.95
2025-04-04 12:00:00+00:00,0.0,26.85
2025-04-04 13:00:00+00:00,0.0,26.8
2025-04-04 14:00:00+00:00,71.38,27.06
2025-04-04 15:00:00+00:00,285.48,27.74
2025-04-04 16:00:00+00:00,507.65,28.07
2025-04-04 17:00:00+00:00,676.85,28.38
2025-04-04 18:00:00+00:00,829.17,28.61
2025-04-04 19:00:00+00:00,883.47,28.83
2025-04-04 20:00:00+00:00,836.33,28.99
2025-04-04 21:00:00+00:00,778.45,29.08
2025-04-04 22:00:00+00:00,541.72,29.08
2025-04-04 23:00:00+00:00,381.3,28.95
2025-04-05 00:00:00+00:00,174.8,28.72
2025-04-05 01:00:00+00:00,29.55,28.3
2025-04-05 02:00:00+00:00,0.0,27.99
2025-04-05 03:00:00+00:00,0.0,27.87
2025-04-05 04:00:00+00:00,0.0,27.77
2025-04-05 05:00:00+00:00,0.0,27.66
2025-04-05 06:00:00+00:00,0.0,27.57
2025-04-05 07:00:00+00:00,0.0,27.48
2025-04-05 08:00:00+00:00,0.0,27.38
2025-04-05 09:00:00+00:00,0.0,27.22
2025-04-05 10:00:00+00:00,0.0,27.08
2025-04-05 11:00:00+00:00,0.0,26.97
2025-04-05 12:00:00+00:00,0.0,26.86
2025-04-05 13:00:00+00:00,0.0,26.82
2025-04-05 14:00:00+00:00,75.45,26.95
2025-04-05 15:00:00+00:00,298.17,27.47
2025-04-05 16:00:00+00:00,527.4,27.84
2025-04-05 17:00:00+00:00,674.33,28.27
2025-04-05 18:00:00+00:00,802.8,28.7
2025-04-05 19:00:00+00:00,783.35,29.1
2025-04-05 20:00:00+00:00,862.45,29.44
2025-04-05 21:00:00+00:00,796.9,29.71
2025-04-05 22:00:00+00:00,656.45,29.85
2025-04-05 23:00:00+00:00,450.9,29.86
2025-04-06 00:00:00+00:00,229.23,29.76
2025-04-06 01:00:00+00:00,34.92,29.49
2025-04-06 02:00:00+00:00,0.0,29.07
2025-04-06 03:00:00+00:00,0.0,28.77
2025-04-06 04:00:00+00:00,0.0,28.56
2025-04-06 05:00:00+00:00,0.0,28.35
2025-04-06 06:00:00+00:00,0.0,28.16
2025-04-06 07:00:00+00:00,0.0,27.95
2025-04-06 08:00:00+00:00,0.0,27.75
2025-04-06 09:00:00+00:00,0.0,27.56
2025-04-06 10:00:00+00:00,0.0,27.38
2025-04-06 11:00:00+00:00,0.0,27.23
2025-04-06 12:00:00+00:00,0.0,27.11
2025-04-06 13:00:00+00:00,0.0,27.03
2025-04-06 14:00:00+00:00,67.78,27.25
2025-04-06 15:00:00+00:00,275.62,27.87
2025-04-06 16:00:00+00:00,532.53,28.24
2025-04-06 17:00:00+00:00,726.25,28.66
2025-04-06 18:00:00+00:00,857.42,29.03
2025-04-06 19:00:00+00:00,905.38,29.33
2025-04-06 20:00:00+00:00,869.03,29.56
2025-04-06 21:00:00+00:00,765.33,29.71
2025-04-06 22:00:00+00:00,639.17,29.8
2025-04-06 23:00:00+00:00,420.12,29.84
2025-04-07 00:00:00+00:00,199.82,29.78
2025-04-07 01:00:00+00:00,30.2,29.57
2025-04-07 02:00:00+00:00,0.0,29.28
2025-04-07 03:00:00+00:00,0.0,29.07
2025-04-07 04:00:00+00:00,0.0,28.78
2025-04-07 05:00:00+00:00,0.0,28.6
2025-04-07 06:00:00+00:00,0.0,28.41
2025-04-07 07:00:00+00:00,0.0,28.18
2025-04-07 08:00:00+00:00,0.0,27.97
2025-04-07 09:00:00+00:00,0.0,27.79
2025-04-07 10:00:00+00:00,0.0,27.66
2025-04-07 11:00:00+00:00,0.0,27.55
2025-04-07 12:00:00+00:00,0.0,27.42
2025-04-07 13:00:00+00:00,0.0,27.35
2025-04-07 14:00:00+00:00,68.53,27.47
2025-04-07 15:00:00+00:00,275.27,27.9
2025-04-07 16:00:00+00:00,497.23,28.13
2025-04-07 17:00:00+00:00,697.65,28.42
2025-04-07 18:00:00+00:00,837.9,28.79
2025-04-07 19:00:00+00:00,899.03,29.21
2025-04-07 20:00:00+00:00,887.38,29.58
2025-04-07 21:00:00+00:00,814.58,29.81
2025-04-07 22:00:00+00:00,608.42,29.83
2025-04-07 23:00:00+00:00,377.77,29.73
2025-04-08 00:00:00+00:00,181.25,29.55
2025-04-08 01:00:00+00:00,27.8,29.21
2025-04-08 02:00:00+00:00,0.0,28.84
2025-04-08 03:00:00+00:00,0.0,28.64
2025-04-08 04:00:00+00:00,0.0,28.44
2025-04-08 05:00:00+00:00,0.0,28.28
2025-04-08 06:00:00+00:00,0.0,28.11
2025-04-08 07:00:00+00:00,0.0,27.98
2025-04-08 08:00:00+00:00,0.0,27.85
2025-04-08 09:00:00+00:00,0.0,27.77
2025-04-08 10:00:00+00:00,0.0,27.72
2025-04-08 11:00:00+00:00,0.0,27.67
2025-04-08 12:00:00+00:00,0.0,27.66
2025-04-08 13:00:00+00:00,0.0,27.67
2025-04-08 14:00:00+00:00,58.3,27.87
2025-04-08 15:00:00+00:00,215.32,28.29
2025-04-08 16:00:00+00:00,411.4,28.51
2025-04-08 17:00:00+00:00,633.03,28.72
2025-04-08 18:00:00+00:00,753.22,28.86
2025-04-08 19:00:00+00:00,802.83,28.89
2025-04-08 20:00:00+00:00,801.88,28.8
2025-04-08 21:00:00+00:00,742.53,28.64
2025-04-08 22:00:00+00:00,575.0,28.5
2025-04-08 23:00:00+00:00,365.48,28.39
2025-04-09 00:00:00+00:00,171.05,28.26
2025-04-09 01:00:00+00:00,27.77,28.09
2025-04-09 02:00:00+00:00,0.0,27.89
2025-04-09 03:00:00+00:00,0.0,27.8
2025-04-09 04:00:00+00:00,0.0,27.73
2025-04-09 05:00:00+00:00,0.0,27.66
2025-04-09 06:00:00+00:00,0.0,27.55
2025-04-09 07:00:00+00:00,0.0,27.44
2025-04-09 08:00:00+00:00,0.0,27.33
2025-04-09 09:00:00+00:00,0.0,27.24
2025-04-09 10:00:00+00:00,0.0,27.16
2025-04-09 11:00:00+00:00,0.0,27.08
2025-04-09 12:00:00+00:00,0.0,27.04
2025-04-09 13:00:00+00:00,0.0,27.02
2025-04-09 14:00:00+00:00,70.53,27.13
2025-04-09 15:00:00+00:00,278.12,27.43
2025-04-09 16:00:00+00:00,504.38,27.64
2025-04-09 17:00:00+00:00,697.2,27.87
2025-04-09 18:00:00+00:00,793.65,28.1
2025-04-09 19:00:00+00:00,837.88,28.31
2025-04-09 20:00:00+00:00,822.6,28.42
2025-04-09 21:00:00+00:00,722.92,28.48
2025-04-09 22:00:00+00:00,538.22,28.52
2025-04-09 23:00:00+00:00,343.3,28.54
2025-04-10 00:00:00+00:00,160.23,28.52
2025-04-10 01:00:00+00:00,22.83,28.42
2025-04-10 02:00:00+00:00,0.0,28.2
2025-04-10 03:00:00+00:00,0.0,28.09
2025-04-10 04:00:00+00:00,0.0,27.97
2025-04-10 05:00:00+00:00,0.0,27.83
2025-04-10 06:00:00+00:00,0.0,27.7
2025-04-10 07:00:00+00:00,0.0,27.57
2025-04-10 08:00:00+00:00,0.0,27.48
2025-04-10 09:00:00+00:00,0.0,27.4
2025-04-10 10:00:00+00:00,0.0,27.36
2025-04-10 11:00:00+00:00,0.0,27.33
2025-04-10 12:00:00+00:00,0.0,27.35
2025-04-10 13:00:00+00:00,0.0,27.39
2025-04-10 14:00:00+00:00,58.2,27.6
2025-04-10 15:00:00+00:00,242.32,28.11
2025-04-10 16:00:00+00:00,463.17,28.4
2025-04-10 17:00:00+00:00,607.2,28.6
2025-04-10 18:00:00+00:00,735.08,28.81
2025-04-10 19:00:00+00:00,812.5,28.92
2025-04-10 20:00:00+00:00,742.78,29.02
2025-04-10 21:00:00+00:00,670.4,29.1
2025-04-10 22:00:00+00:00,492.12,29.16
2025-04-10 23:00:00+00:00,351.3,29.17
2025-04-11 00:00:00+00:00,166.4,29.06
2025-04-11 01:00:00+00:00,28.0,28.7
2025-04-11 02:00:00+00:00,0.0,28.31
2025-04-11 03:00:00+00:00,0.0,28.13
2025-04-11 04:00:00+00:00,0.0,28.0
2025-04-11 05:00:00+00:00,0.0,27.9
2025-04-11 06:00:00+00:00,0.0,27.89
2025-04-11 07:00:00+00:00,0.0,27.94
2025-04-11 08:00:00+00:00,0.0,27.99
2025-04-11 09:00:00+00:00,0.0,28.02
2025-04-11 10:00:00+00:00,0.0,28.01
2025-04-11 11:00:00+00:00,0.0,27.95
2025-04-11 12:00:00+00:00,0.0,27.86
2025-04-11 13:00:00+00:00,0.0,27.79
2025-04-11 14:00:00+00:00,66.2,27.95
2025-04-11 15:00:00+00:00,266.02,28.59
2025-04-11 16:00:00+00:00,483.8,28.98
2025-04-11 17:00:00+00:00,673.6,29.45
2025-04-11 18:00:00+00:00,812.7,29.84
2025-04-11 19:00:00+00:00,853.62,30.11
2025-04-11 20:00:00+00:00,829.53,30.24
2025-04-11 21:00:00+00:00,656.65,30.3
2025-04-11 22:00:00+00:00,549.53,30.29
2025-04-11 23:00:00+00:00,368.08,30.19
2025-04-12 00:00:00+00:00,170.8,30.01
2025-04-12 01:00:00+00:00,25.75,29.52
2025-04-12 02:00:00+00:00,0.0,29.09
2025-04-12 03:00:00+00:00,0.0,28.97
2025-04-12 04:00:00+00:00,0.0,28.91
2025-04-12 05:00:00+00:00,0.0,28.87
2025-04-12 06:00:00+00:00,0.0,28.77
2025-04-12 07:00:00+00:00,0.0,28.61
2025-04-12 08:00:00+00:00,0.0,28.47
2025-04-12 09:00:00+00:00,0.0,28.33
2025-04-12 10:00:00+00:00,0.0,28.23
2025-04-12 11:00:00+00:00,0.0,28.13
2025-04-12 12:00:00+00:00,0.0,28.05
2025-04-12 13:00:00+00:00,0.0,28.03
2025-04-12 14:00:00+00:00,64.07,28.14
2025-04-12 15:00:00+00:00,262.02,28.47
2025-04-12 16:00:00+00:00,476.52,28.73
2025-04-12 17:00:00+00:00,662.6,28.91
2025-04-12 18:00:00+00:00,787.6,29.1
2025-04-12 19:00:00+00:00,837.62,29.27
2025-04-12 20:00:00+00:00,828.08,29.48
2025-04-12 21:00:00+00:00,732.62,29.72
2025-04-12 22:00:00+00:00,585.25,29.82
2025-04-12 23:00:00+00:00,384.33,29.76
2025-04-13 00:00:00+00:00,178.38,29.57
2025-04-13 01:00:00+00:00,22.62,29.14
2025-04-13 02:00:00+00:00,0.0,28.72
2025-04-13 03:00:00+00:00,0.0,28.5
2025-04-13 04:00:00+00:00,0.0,28.36
2025-04-13 05:00:00+00:00,0.0,28.25
2025-04-13 06:00:00+00:00,0.0,28.2
2025-04-13 07:00:00+00:00,0.0,28.17
2025-04-13 08:00:00+00:00,0.0,28.1
2025-04-13 09:00:00+00:00,0.0,28.06
2025-04-13 10:00:00+00:00,0.0,28.04
2025-04-13 11:00:00+00:00,0.0,28.05
2025-04-13 12:00:00+00:00,0.0,28.09
2025-04-13 13:00:00+00:00,0.0,28.18
2025-04-13 14:00:00+00:00,75.32,28.41
2025-04-13 15:00:00+00:00,293.52,28.89
2025-04-13 16:00:00+00:00,532.83,29.13
2025-04-13 17:00:00+00:00,719.75,29.31
2025-04-13 18:00:00+00:00,841.28,29.45
2025-04-13 19:00:00+00:00,902.8,29.74
2025-04-13 20:00:00+00:00,878.88,30.01
2025-04-13 21:00:00+00:00,706.72,30.14
2025-04-13 22:00:00+00:00,598.55,30.19
2025-04-13 23:00:00+00:00,401.23,30.15
2025-04-14 00:00:00+00:00,186.3,30.06
2025-04-14 01:00:00+00:00,25.62,29.84
2025-04-14 02:00:00+00:00,0.0,29.51
2025-04-14 03:00:00+00:00,0.0,29.33
2025-04-14 04:00:00+00:00,0.0,29.17
2025-04-14 05:00:00+00:00,0.0,29.0
2025-04-14 06:00:00+00:00,0.0,28.81
2025-04-14 07:00:00+00:00,0.0,28.58
2025-04-14 08:00:00+00:00,0.0,28.36
2025-04-14 09:00:00+00:00,0.0,28.18
2025-04-14 10:00:00+00:00,0.0,28.07
2025-04-14 11:00:00+00:00,0.0,28.02
2025-04-14 12:00:00+00:00,0.0,27.98
2025-04-14 13:00:00+00:00,0.0,27.96
2025-04-14 14:00:00+00:00,67.6,28.18
2025-04-14 15:00:00+00:00,269.65,28.64
2025-04-14 16:00:00+00:00,485.52,28.88
2025-04-14 17:00:00+00:00,631.78,29.09
2025-04-14 18:00:00+00:00,752.85,29.26
2025-04-14 19:00:00+00:00,754.47,29.35
2025-04-14 20:00:00+00:00,669.12,29.32
2025-04-14 21:00:00+00:00,698.6,29.16
2025-04-14 22:00:00+00:00,539.9,28.96
2025-04-14 23:00:00+00:00,357.2,28.76
2025-04-15 00:00:00+00:00,160.75,28.6
2025-04-15 01:00:00+00:00,22.25,28.43
2025-04-15 02:00:00+00:00,0.0,28.25
2025-04-15 03:00:00+00:00,0.0,28.16
2025-04-15 04:00:00+00:00,0.0,28.11
2025-04-15 05:00:00+00:00,0.0,28.07
2025-04-15 06:00:00+00:00,0.0,28.04
2025-04-15 07:00:00+00:00,0.0,27.97
2025-04-15 08:00:00+00:00,0.0,27.87
2025-04-15 09:00:00+00:00,0.0,27.8
2025-04-15 10:00:00+00:00,0.0,27.72
2025-04-15 11:00:00+00:00,0.0,27.66
2025-04-15 12:00:00+00:00,0.0,27.62
2025-04-15 13:00:00+00:00,0.0,27.62
2025-04-15 14:00:00+00:00,58.25,27.76
2025-04-15 15:00:00+00:00,220.32,28.21
2025-04-15 16:00:00+00:00,410.77,28.53
2025-04-15 17:00:00+00:00,586.85,28.8
2025-04-15 18:00:00+00:00,688.38,28.92
2025-04-15 19:00:00+00:00,764.28,29.03
2025-04-15 20:00:00+00:00,802.53,29.1
2025-04-15 21:00:00+00:00,754.92,29.18
2025-04-15 22:00:00+00:00,550.05,29.18
2025-04-15 23:00:00+00:00,358.98,29.1
2025-04-16 00:00:00+00:00,168.55,29.0
2025-04-16 01:00:00+00:00,23.12,28.76
2025-04-16 02:00:00+00:00,0.0,28.57
2025-04-16 03:00:00+00:00,0.0,28.53
2025-04-16 04:00:00+00:00,0.0,28.49
2025-04-16 05:00:00+00:00,0.0,28.44
2025-04-16 06:00:00+00:00,0.0,28.4
2025-04-16 07:00:00+00:00,0.0,28.3
2025-04-16 08:00:00+00:00,0.0,28.12
2025-04-16 09:00:00+00:00,0.0,27.98
2025-04-16 10:00:00+00:00,0.0,27.89
2025-04-16 11:00:00+00:00,0.0,27.86
2025-04-16 12:00:00+00:00,0.0,27.87
2025-04-16 13:00:00+00:00,0.0,27.93
2025-04-16 14:00:00+00:00,54.15,28.13
2025-04-16 15:00:00+00:00,214.93,28.54
2025-04-16 16:00:00+00:00,403.42,28.75
2025-04-16 17:00:00+00:00,616.75,28.95
2025-04-16 18:00:00+00:00,710.15,29.0
2025-04-16 19:00:00+00:00,750.25,28.99
2025-04-16 20:00:00+00:00,691.45,28.99
2025-04-16 21:00:00+00:00,688.03,28.97
2025-04-16 22:00:00+00:00,578.88,28.88
2025-04-16 23:00:00+00:00,398.02,28.75
2025-04-17 00:00:00+00:00,182.1,28.6
2025-04-17 01:00:00+00:00,22.95,28.35
2025-04-17 02:00:00+00:00,0.0,28.17
2025-04-17 03:00:00+00:00,0.0,28.09
2025-04-17 04:00:00+00:00,0.0,28.04
2025-04-17 05:00:00+00:00,0.0,27.94
2025-04-17 06:00:00+00:00,0.0,27.86
2025-04-17 07:00:00+00:00,0.0,27.78
2025-04-17 08:00:00+00:00,0.0,27.71
2025-04-17 09:00:00+00:00,0.0,27.63
2025-04-17 10:00:00+00:00,0.0,27.54
2025-04-17 11:00:00+00:00,0.0,27.47
2025-04-17 12:00:00+00:00,0.0,27.43
2025-04-17 13:00:00+00:00,0.0,27.46
2025-04-17 14:00:00+00:00,60.7,27.63
2025-04-17 15:00:00+00:00,248.0,28.09
2025-04-17 16:00:00+00:00,458.05,28.37
2025-04-17 17:00:00+00:00,639.97,28.6
2025-04-17 18:00:00+00:00,749.47,28.79
2025-04-17 19:00:00+00:00,787.67,28.93
2025-04-17 20:00:00+00:00,801.05,29.03
2025-04-17 21:00:00+00:00,651.8,29.07
2025-04-17 22:00:00+00:00,503.02,29.01
2025-04-17 23:00:00+00:00,340.6,28.9
2025-04-18 00:00:00+00:00,144.18,28.74
2025-04-18 01:00:00+00:00,17.65,28.46
2025-04-18 02:00:00+00:00,0.0,28.26
2025-04-18 03:00:00+00:00,0.0,28.21
2025-04-18 04:00:00+00:00,0.0,28.13
2025-04-18 05:00:00+00:00,0.0,28.04
2025-04-18 06:00:00+00:00,0.0,27.89
2025-04-18 07:00:00+00:00,0.0,27.69
2025-04-18 08:00:00+00:00,0.0,27.46
2025-04-18 09:00:00+00:00,0.0,27.23
2025-04-18 10:00:00+00:00,0.0,26.99
2025-04-18 11:00:00+00:00,0.0,26.82
2025-04-18 12:00:00+00:00,0.0,26.73
2025-04-18 13:00:00+00:00,0.0,26.78
2025-04-18 14:00:00+00:00,13.93,27.01
2025-04-18 15:00:00+00:00,60.62,27.46
